rank	class_rank	review_class	class_priority	score	research_score	shadow_score	v0_rank	v0_score	decision_tier	pack_id	pack_path	selected_family_ids	family_roles	translation_statuses	runtime_binding_statuses	trade_surface_bucket	shadow_tradeability_classes	hard_guard_reason	shadow_evidence_reason	det_ratio	det_pass	det_supported	det_skipped	max_rss_kb	max_elapsed_sec	context_flags	candidate_status	shadow_run_count	fill_backed_run_count	profitability_interpretable_run_count	no_fill_activity_count	fill_backed_open_count	fill_backed_flat_count	closed_cycle_count	realized_pnl_sum	latest_trade_closed_at	last_shadow_observed_at	latest_pnl_interpretation	recent_pnl_bias	outcome_class	outcome_attention_flag	watch_status	horizon_evidence_bucket	score_explanation
90	14	UNRUNNABLE	7	76.817787	76.817787	0.000000	21	76.817787	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260227..20260227-20260307_230949-251cd9d2-t1__FULLSCAN_MAJOR__d492ccfe409b2806f2662e5bf7033149215e39fbdffd6f0055c7f7c551fc2b33	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260227..20260227-20260307_230949-251cd9d2-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1388876.0	74.27	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=76.817787;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
91	15	UNRUNNABLE	7	76.293333	76.293333	0.000000	22	76.293333	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260212..20260212-20260307_190431-4985ed81-t1__FULLSCAN_MAJOR__a55a36bafb1ad2595c3c7a75d92480fec60bcd200d8039d67c217df7a5ee74b7	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260212..20260212-20260307_190431-4985ed81-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1476000.0	79.6	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=76.293333;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
92	16	UNRUNNABLE	7	75.972900	75.972900	0.000000	23	75.972900	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260309..20260309-20260310_030547-cdca1cc9-t1__FULLSCAN_MAJOR__976c0a03010ab9d80334cdc2290f9c1695f66cbd24e1011342b14abfe182b1b1	/home/deploy/quantlab-evidence-archive/20260310_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260309..20260309-20260310_030547-cdca1cc9-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1502520.0	90.87	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.972900;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
93	17	UNRUNNABLE	7	75.717640	75.717640	0.000000	24	75.717640	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260223..20260223-20260307_220253-d31f1609-t1__FULLSCAN_MAJOR__fdef8a7ae467f8c95ffc58dc8f273394d653a784b56f869896bb26f5b966fe93	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260223..20260223-20260307_220253-d31f1609-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1555372.0	90.33	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.717640;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
94	18	UNRUNNABLE	7	75.677153	75.677153	0.000000	25	75.677153	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260228..20260228-20260307_232612-5a6e300c-t1__FULLSCAN_MAJOR__ab964bd8ee5762f07add0cf6683330cb5115dadd0433c1afb0aa7898211fb2b1	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260228..20260228-20260307_232612-5a6e300c-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1574836.0	86.92	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.677153;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
95	19	UNRUNNABLE	7	75.627753	75.627753	0.000000	26	75.627753	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260213..20260213-20260307_192118-cda6bc51-t1__FULLSCAN_MAJOR__871e721b5c167914c653696adcfbc0bdd85557bf9f260049d2f7917cfa08315a	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260213..20260213-20260307_192118-cda6bc51-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1586516.0	86.38	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.627753;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
96	20	UNRUNNABLE	7	75.621347	75.621347	0.000000	27	75.621347	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260226..20260226-20260307_225235-5c7ebec0-t1__FULLSCAN_MAJOR__8139dffe988202b46a221d10ea947a56804044afdbedc991a12b1d5e23637015	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260226..20260226-20260307_225235-5c7ebec0-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1584264.0	87.44	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.621347;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
97	21	UNRUNNABLE	7	75.560007	75.560007	0.000000	28	75.560007	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260305..20260305-20260308_170759-2209dce6-t1__FULLSCAN_MAJOR__03b61cb964a963bcb0f04a530b2ec56d6e1765a1630f8bdf3e20b29f1898b1dc	/home/deploy/quantlab-evidence-archive/20260308_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260305..20260305-20260308_170759-2209dce6-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1549732.0	101.48	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.560007;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
98	22	UNRUNNABLE	7	75.410433	75.410433	0.000000	29	75.410433	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260209..20260209-20260307_042520-a29fe303-t1__FULLSCAN_MAJOR__4904e17e9dc96306dfe258a26ad0654b6c63f71986578e10e7459aa0b197fa8c	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260209..20260209-20260307_042520-a29fe303-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1603580.0	94.3	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.410433;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
99	23	UNRUNNABLE	7	75.261713	75.261713	0.000000	30	75.261713	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260224..20260224-20260307_221836-ac97948a-t1__FULLSCAN_MAJOR__70d25ce0a72e9e21119a04f2098d00aabfcc477aafc59584cfb274959db29507	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260224..20260224-20260307_221836-ac97948a-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1645824.0	90.55	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.261713;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
100	24	UNRUNNABLE	7	75.046753	75.046753	0.000000	31	75.046753	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260225..20260225-20260307_223502-7c751e1e-t1__FULLSCAN_MAJOR__a30c6460047d46f07ab7f7ab96f3f7fb23d5e200e2e24d838766bf65ed66fa62	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260225..20260225-20260307_223502-7c751e1e-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1686516.0	91.24	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=75.046753;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
101	25	UNRUNNABLE	7	74.921613	74.921613	0.000000	32	74.921613	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260304..20260304-20260308_001847-fbb6924f-t1__FULLSCAN_MAJOR__8239f055c163d51093dd09d27042301451fa1e79e067ed79f1458668ea768b6d	/home/deploy/quantlab-evidence-archive/20260308_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260304..20260304-20260308_001847-fbb6924f-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1706744.0	92.68	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=74.921613;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
102	26	UNRUNNABLE	7	74.206753	74.206753	0.000000	33	74.206753	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260211..20260211-20260307_181839-965021cb-t1__FULLSCAN_MAJOR__0d897cc04c751eedbff20bd6a3cb719d63f60bde55dc06dabcedd226853d44db	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260211..20260211-20260307_181839-965021cb-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1811816.0	104.05	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=74.206753;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
103	27	UNRUNNABLE	7	74.117073	74.117073	0.000000	34	74.117073	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260303..20260303-20260307_235954-59046c90-t1__FULLSCAN_MAJOR__1da49fd0bde8dbc0a4b4d4e2a2c35bbf8ed10e0e33c0ddc0c5bc5f69e8fe4b34	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260303..20260303-20260307_235954-59046c90-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1738452.0	131.44	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=74.117073;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
104	28	UNRUNNABLE	7	73.659460	73.659460	0.000000	35	73.659460	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260302..20260302-20260307_234227-7f3371f6-t1__FULLSCAN_MAJOR__9fc1698eeec0681f0d5a08774bbf3018f5eefa7f36f3bd91b3b32abf58dc4974	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260302..20260302-20260307_234227-7f3371f6-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1904908.0	108.96	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=73.659460;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
105	29	UNRUNNABLE	7	73.635160	73.635160	0.000000	36	73.635160	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260124..20260124-20260306_224433-eb46ae1e-t1__FULLSCAN_MAJOR__f2f4dcb1050ed9860d1d6e050d4d3fe6f7892bd3fc527ee87cd76097d654a7d4	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260124..20260124-20260306_224433-eb46ae1e-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1903968.0	110.7	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=73.635160;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
106	30	UNRUNNABLE	7	72.815500	72.815500	0.000000	37	72.815500	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260110..20260110-20260306_191204-345c74a2-t1__FULLSCAN_MAJOR__e61803be266b8630ee6e690644227b5e8457ebcbca1e6a47341edf2a65c71f8f	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260110..20260110-20260306_191204-345c74a2-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	2307368.0	131.07	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=72.815500;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
107	31	UNRUNNABLE	7	59.030307	59.030307	0.000000	39	59.030307	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260226..20260227-20260306_063952-e2efix1__FULLSCAN_MAJOR__0d68a8be923d9a3b598f9a947312ae19f1529cdfd3e7eea40d8078200ffbaab0	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260226..20260227-20260306_063952-e2efix1__FULLSCAN_MAJOR			NOT_TRANSLATABLE_YET	UNBOUND_TRANSLATION_REJECTED	UNRUNNABLE	UNBOUND	UNBOUND_TRANSLATION_REJECTED	UNRUNNABLE_BINDING	1.000000	5	5	1	129972.0	19.19	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=59.030307;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
108	32	UNRUNNABLE	7	57.662800	57.662800	0.000000	70	57.662800	PROMOTE	multi-hypothesis-phase5-bighunt-bybit-trade-20260312..20260312-20260313_172659-ff24f995-t1__FULLSCAN_MAJOR__830ad7e3cc0bbf6fcb9257a0e93c48cff2c3ab21e08a9e3fbd1743d7235aabcc	/home/deploy/quantlab-evidence-archive/20260313_slim/multi-hypothesis-phase5-bighunt-bybit-trade-20260312..20260312-20260313_172659-ff24f995-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	UNBOUND_CONFIG_GAP,UNBOUND_TRANSLATION_REJECTED	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	35	35	7	286940.0	54.15	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=57.662800;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
109	33	UNRUNNABLE	7	57.063600	57.063600	0.000000	76	57.063600	PROMOTE	multi-hypothesis-phase5-bighunt-binance-bbo-20260314..20260314-20260315_023647-46f73195-t1__FULLSCAN_MAJOR__fbe42a459e537748bb967ca1b06e52a0bdc0b477eaeab02f3147da711ca1acb4	/home/deploy/quantlab-evidence-archive/20260315_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260314..20260314-20260315_023647-46f73195-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	1	1	5	504180.0	24.93	MARK=PASS;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=57.063600;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
110	34	UNRUNNABLE	7	56.438313	56.438313	0.000000	79	56.438313	PROMOTE	multi-hypothesis-phase5-bighunt-binance-bbo-20260315..20260315-20260316_023946-5fcbb937-t1__FULLSCAN_MAJOR__1f499d89b647c80f4aa603a1806f55baa4aa07a655e2355fe0adc709227033ab	/home/deploy/quantlab-evidence-archive/20260316_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260315..20260315-20260316_023946-5fcbb937-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	2	2	10	613304.0	29.71	MARK=PASS;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=56.438313;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
111	35	UNRUNNABLE	7	55.987600	55.987600	0.000000	80	55.987600	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260118..20260118-20260306_211057-cb510e52-t1__FULLSCAN_MAJOR__63b33fd2370496d343ef304c15065e4d427c54328a76562f17eb3c3079769ba1	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260118..20260118-20260306_211057-cb510e52-t1__FULLSCAN_MAJOR			NOT_TRANSLATABLE_YET	UNBOUND_TRANSLATION_REJECTED	UNRUNNABLE	UNBOUND	UNBOUND_TRANSLATION_REJECTED	UNRUNNABLE_BINDING	1.000000	5	5	1	659580.0	42.87	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=55.987600;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
112	36	UNRUNNABLE	7	54.525207	54.525207	0.000000	83	54.525207	PROMOTE	multi-hypothesis-phase5-bighunt-binance-bbo-20260310..20260310-20260311_024102-8179e3e9-t1__FULLSCAN_MAJOR__63ceb70f040925549aa5ab201355dbc2896f01907237a3bcfa73eaadd2e10f55	/home/deploy/quantlab-evidence-archive/20260311_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260310..20260310-20260311_024102-8179e3e9-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	2	2	10	923392.0	51.47	MARK=PASS;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=54.525207;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
113	37	UNRUNNABLE	7	54.270307	54.270307	0.000000			PROMOTE	multi-hypothesis-phase5-bighunt-binance-bbo-20260316..20260316-20260317_024346-4d30a871-t1__FULLSCAN_MAJOR__bb15a3ed0e4cbf19b4eae03a92a9d21742227ccc4c6858b43d79bca8013885d4	/home/deploy/quantlab-evidence-archive/20260317_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260316..20260316-20260317_024346-4d30a871-t1__FULLSCAN_MAJOR					UNRUNNABLE		NO_RUNTIME_BINDING_ROWS	UNRUNNABLE_BINDING	1.000000	2	2	10	973572.0	51.71	MARK=PASS;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=54.270307;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
114	38	UNRUNNABLE	7	53.632873	53.632873	0.000000	92	53.632873	PROMOTE	multi-hypothesis-phase5-bighunt-binance-bbo-20260312..20260312-20260313_025446-01247540-t1__FULLSCAN_MAJOR__bf3a7cb6c4b11e27446b771897e8f5728bfa396e80b73da591c710d3292b85a5	/home/deploy/quantlab-evidence-archive/20260313_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260312..20260312-20260313_025446-01247540-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	3	3	15	1070692.0	60.82	MARK=PASS;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=53.632873;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
